"prim_key","id_CC","duplicated_CC","spatialClust_CC","canonicalName","eventDate","year","locality","bibliographicCitation","datasetName","recordedBy","identifiedBy","catalogNumber","institutionCode","institutionID","occurrenceID","occurrenceStatus","collectionCode","collectionID","rObjectRank_CC","associatedReferences","locationRemarks","decimalLatitude","decimalLongitude","scientificName","individualCount","samplingProtocol","license","rightsHolder","accessRights","basisOfRecord","datasetName_tmp","data_source","coordinateUncertaintyInMeters","verbatimEventDate","waterBody","lifeStage","otherCatalogNumbers","typeStatus","organismQuantityType","recordNumber","organismQuantity","uuid","Identification","higherClassification","stateProvince","month","references","startDayOfYear","specificEpithet","countryCode","geodeticDatum","higherGeography","verbatimLocality","day","eventID","coordinatePrecision","class","language","country","georeferenceVerificationStatus","modified","nomenclaturalCode","continent","endDayOfYear","georeferencedDate","georeferenceProtocol","georeferencedBy","habitat","eventRemarks","preparations","fieldNumber","georeferenceSources","scientificNameAuthorship","dateIdentified","georeferenceRemarks","county","establishmentMeans","dynamicProperties","occurrenceRemarks","island","verbatimDepth","maximumDepthInMeters","minimumDepthInMeters","footprintWKT","verbatimCoordinateSystem","identificationVerificationStatus","disposition","ownerInstitutionCode","islandGroup","identificationRemarks","municipality","vernacularName","previousIdentifications","locationAccordingTo","sex","eventTime","locationID","organismID","datasetID","associatedMedia","infraspecificEpithet","verbatimLongitude","verbatimLatitude","materialSampleID","subgenus","minimumElevationInMeters","maximumElevationInMeters","namePublishedInID","scientificNameID","namePublishedInYear","namePublishedIn","verbatimCoordinates","originalNameUsage","associatedSequences","identificationQualifier","verbatimElevation","earliestAgeOrLowestStage","verbatimTaxonRank","formation","lithostratigraphicTerms","latestAgeOrHighestStage","group","member","lowestBiostratigraphicZone","highestBiostratigraphicZone","bed","earliestPeriodOrLowestSystem","earliestEpochOrLowestSeries","latestEonOrHighestEonothem","earliestEraOrLowestErathem","earliestEonOrLowestEonothem","latestEraOrHighestErathem","geologicalContextID","latestPeriodOrHighestSystem","latestEpochOrHighestSeries","samplingEffort","taxonID","gbifID","publisher","type","informationWithheld","dataGeneralizations","recordedByID","reproductiveCondition","caste","behavior","vitality","degreeOfEstablishment","pathway","associatedOccurrences","associatedTaxa","organismName","organismScope","associatedOrganisms","organismRemarks","materialEntityID","materialEntityRemarks","verbatimLabel","parentEventID","eventType","sampleSizeValue","sampleSizeUnit","fieldNotes","higherGeographyID","verticalDatum","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","pointRadiusSpatialFit","verbatimSRS","footprintSRS","footprintSpatialFit","identificationID","verbatimIdentification","identifiedByID","identificationReferences","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","taxonConceptID","acceptedNameUsage","parentNameUsage","nameAccordingTo","superfamily","subfamily","tribe","subtribe","genericName","infragenericEpithet","cultivarEpithet","taxonomicStatus","nomenclaturalStatus","taxonRemarks","datasetKey","publishingCountry","lastInterpreted","elevation","elevationAccuracy","depth","depthAccuracy","distanceFromCentroidInMeters","issue","taxonomicIssue","nonTaxonomicIssue","mediaType","hasCoordinate","hasGeospatialIssues","taxonKey","acceptedTaxonKey","kingdomKey","phylumKey","classKey","orderKey","superfamilyKey","familyKey","subfamilyKey","tribeKey","subtribeKey","genusKey","subgenusKey","speciesKey","acceptedScientificName","verbatimScientificName","typifiedName","protocol","lastParsed","lastCrawled","isInvasive","repatriated","relativeOrganismQuantity","projectId","isSequenced","gbifRegion","publishedByGbifRegion","level0Gid","level0Name","level1Gid","level1Name","level2Gid","level2Name","level3Gid","level3Name","iucnRedListCategory","scientificName_Old","IncludePewProAP","taxonRank","kingdom","phylum","order","family","genus","species"
"agui | MAguilar.Lit.Review.849",1,FALSE,1176,"Eleginops maclovinus","2010-03-20",2010,"Canal Ladrillero","Hüne, Mathias, & Ojeda, Jaime. (2012). Estructura del ensamble de peces costeros de los canales y fiordos de la zona central de la Patagonia chilena (48º-52ºS). Revista de biología marina y oceanografía, 47(3), 451-460. https://dx.doi.org/10.4067/S0718-19572012000300008","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,"849",NA,NA,"MAguilar.Lit.Review.849",NA,NA,NA,"6",NA,NA,-49.1833333327,-75.4000000003,"Eleginops maclovinus (Cuvier, 1830)","12","red de trasmallo de 60 m largo, 3 m alto, 2.5 cm de tamaño de malla interna y 12 cm de malla externa, con períodos de reposo de 12 h","CC BY-NC 4.0",NA,NA,"HumanObservation","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)",NA,"40257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Región de Magallanes",3,"-",NA,"maclovinus","CL",NA,NA,NA,20,NA,NA,"Actinopterygii",NA,"Chile",NA,NA,NA,"Sudamérica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Provincia Última Esperanza","native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comuna de Natales","Róbalo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75°23.8'O","49°10.7'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eleginops maclovinus","1","SPECIES","Animalia","Chordata","Perciformes","Eleginopsidae","Eleginops","Eleginops maclovinus"
"agui | MAguilar.Lit.Review.851",2,FALSE,1178,"Eleginops maclovinus","2010-02-26",2010,"Seno Contreras","Hüne, Mathias, & Ojeda, Jaime. (2012). Estructura del ensamble de peces costeros de los canales y fiordos de la zona central de la Patagonia chilena (48º-52ºS). Revista de biología marina y oceanografía, 47(3), 451-460. https://dx.doi.org/10.4067/S0718-19572012000300008","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,"851",NA,NA,"MAguilar.Lit.Review.851",NA,NA,NA,"6",NA,NA,-50.4166666668,-75.3333333326,"Eleginops maclovinus (Cuvier, 1830)","5","red de trasmallo de 60 m largo, 3 m alto, 2.5 cm de tamaño de malla interna y 12 cm de malla externa, con períodos de reposo de 12 h","CC BY-NC 4.0",NA,NA,"HumanObservation","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)",NA,"40235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Región de Magallanes",2,"-",NA,"maclovinus","CL",NA,NA,NA,26,NA,NA,"Actinopterygii",NA,"Chile",NA,NA,NA,"Sudamérica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Provincia Última Esperanza","native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comuna de Natales","Róbalo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75°19.8'O","50°25.2'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eleginops maclovinus","1","SPECIES","Animalia","Chordata","Perciformes","Eleginopsidae","Eleginops","Eleginops maclovinus"
"mma2 | MMA:ICT:0000014",3,FALSE,2104,"Aplochiton taeniatus","2009-3-1",2009,"Rio 1, Bahia Francisco. Isla Duque de York.","Base Datos EULA UdeC, Base Datos 2009","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","Jorge Gonzalez",NA,NA,NA,"Centro EULA UDEC","MMA:ICT:0000014",NA,NA,NA,"9","",NA,-50.559,-75.322,"Aplochiton taeniatus Jenyns, 1842","1","Pesca Electrica","CC BY-NC 4.0",NA,"consultar con institución/autor","Occurrence","MMA2017","MMA Peces continentales (2023)","100",NA,NA,NA,"gbifID:4463086307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Centro EULA UDEC (Evelyn Habit)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45c3d8d2-7352-4dd1-aefd-c21e0b6b004e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45c3d8d2-7352-4dd1-aefd-c21e0b6b004e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aplochiton taeniatus","1","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton taeniatus"
"mma2 | MMA:ICT:0000083",4,TRUE,2104,"Aplochiton zebra","2009-3-1",2009,"Rio 1, Bahia Francisco. Isla Duque de York.","Base Datos EULA UdeC, Base Datos 2009","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","Jorge Gonzalez",NA,NA,NA,"Centro EULA UDEC","MMA:ICT:0000083",NA,NA,NA,"9","",NA,-50.559,-75.322,"Aplochiton zebra Jenyns, 1842","12","Pesca Electrica","CC BY-NC 4.0",NA,"consultar con institución/autor","Occurrence","MMA2017","MMA Peces continentales (2023)","100",NA,NA,NA,"gbifID:4463086098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Centro EULA UDEC (Evelyn Habit)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45c3d8d2-7352-4dd1-aefd-c21e0b6b004e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45c3d8d2-7352-4dd1-aefd-c21e0b6b004e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aplochiton zebra","1","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton zebra"
"mma2 | MMA:ICT:0001900",6,TRUE,2223,"Galaxias maculatus","2009-2-24",2009,"Rio 1, Bahia Francisco. Isla Duque de York.","Base Datos EULA UdeC, Base Datos 2009","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","Jorge Gonzalez",NA,NA,NA,"Centro EULA UDEC","MMA:ICT:0001900",NA,NA,NA,"9","",NA,-50.558,-75.321,"Galaxias maculatus (Jenyns, 1842)","35","Pesca Electrica","CC BY-NC 4.0",NA,"consultar con institución/autor","Occurrence","MMA2017","MMA Peces continentales (2023)","100",NA,NA,NA,"gbifID:4463088075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Centro EULA UDEC (Evelyn Habit)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45c3d8d2-7352-4dd1-aefd-c21e0b6b004e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45c3d8d2-7352-4dd1-aefd-c21e0b6b004e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Galaxias maculatus","1","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Galaxias","Galaxias maculatus"
"vert | http://n2t.net/ark:/65665/3cbe480df-3e43-44a5-a66f-d3c414b43b8d",8,FALSE,548,"Eleginops maclovinus","1888",1888,"Port Otway","National Museum of Natural History, Smithsonian Institution. NMNH Fishes. Record ID: http://n2t.net/ark:/65665/3cbe480df-3e43-44a5-a66f-d3c414b43b8d. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2016-07-21)","VertNet",NA,NA,"77318","USNM",NA,"http://n2t.net/ark:/65665/3cbe480df-3e43-44a5-a66f-d3c414b43b8d",NA,"Fishes",NA,"4",NA,NA,-46.83,-75.3,"Eleginops maclovinus (Cuvier, 1830)","53",NA,"CC0",NA,NA,"PreservedSpecimen","VertNet; Originally provided by NA","VertNet downloaded on 2023-07-12",NA,"1888 Feb 00 - 0000 00 00","Pacific",NA,NA,NA,NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Notothenioidei, Nototheniidae",NA,2,"http://portal.vertnet.org/o/usnm/fishes?id=http-n2t-net-ark-65665-3cbe480df-3e43-44a5-a66f-d3c414b43b8d",NA,"maclovinus",NA,"not recorded","Pacific, Chile",NA,NA,NA,NA,"Actinopterygii",NA,"Chile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07518 W","4650 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eleginops maclovinus","1","SPECIES","Animalia","Chordata","Perciformes","Eleginopsidae","Eleginops","Eleginops maclovinus"
"idig | http://n2t.net/ark:/65665/3cbe480df-3e43-44a5-a66f-d3c414b43b8d",9,TRUE,548,"Eleginops maclovinus","1888-02",1888,"Port Otway",NA,"NMNH Extant Biology",NA,NA,"USNM 77318","USNM","urn:lsid:biocol.org:col:34871","http://n2t.net/ark:/65665/3cbe480df-3e43-44a5-a66f-d3c414b43b8d",NA,"FISH","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","3",NA,NA,-46.83,-75.3,"Eleginops maclovinus (Cuvier, 1830)","53",NA,NA,NA,NA,"PreservedSpecimen","iDigBio; Originaly provided by: USNM","iDigBio downloaded on 2025-11-27",NA,"1888 Feb 00 - 0000 00 00","South Pacific Ocean",NA,NA,NA,NA,NA,NA,"fba3cb59-565f-4da1-be26-23cce39b6643","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eleginops maclovinus","1","SPECIES","Animalia","Chordata","Perciformes","Eleginopsidae","Eleginops","Eleginops maclovinus"
"agui | MAguilar.Lit.Review.1354",11,FALSE,1256,"Aplochiton zebra",NA,NA,"Port Otway","Zama A. y Cárdenas E. 1984. Introduction into Aysen Chile of Pacific Salmon N°9: Descriptive Catalogue of Marine and Freshwater Fishes from the Aysén Region, Southern Chile, with Zoogeographical Notes on the Fish Fauna. Japan International Cooperation Agency. 94 p.","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,"1354",NA,NA,"MAguilar.Lit.Review.1354",NA,NA,NA,"6",NA,NA,-46.8333333329,-75.2999999996,"Aplochiton zebra Jenyns, 1842",NA,"Surface gill net, bottom gill net, hook and line, dip net, bottom trawl, larva net, suface long line, bottom long line, cast net and Surber net.","CC BY-NC 4.0",NA,NA,"HumanObservation","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Región de Aysén",NA,"-",NA,"zebra","CL",NA,NA,NA,NA,NA,NA,"Actinopterygii",NA,"Chile",NA,NA,NA,"Sudamérica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Provincia de Aysén","native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comuna de Aysén",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75°18'O","46°50'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aplochiton zebra","1","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton zebra"
"agui | MAguilar.Lit.Review.1082",12,TRUE,1256,"Galaxias maculatus",NA,NA,"Port Otway","Rademacher K. 2007. Peces litorales de Aysén y sus relaciones ictiogeográficas. Tesis de Pregrado Biología Marina, Facultad de Ciencias. Universidad Austral de Chile. 115 p.","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,"1082",NA,NA,"MAguilar.Lit.Review.1082",NA,NA,NA,"6",NA,NA,-46.8333333329,-75.2999999996,"Galaxias maculatus (Jenyns, 1842)",NA,NA,"CC BY-NC 4.0",NA,NA,"HumanObservation","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Región de Aysén",NA,"Thompson WF (1916) Fishes collected by the U.S. Bureau of Fisheries Steamer “Albatross” during 1888, between Montevideo, Uruguay and Tomé, Chile, on the voyage through the Strait of Magellan, Proc. U.S. Nat. Mus. 50: 401-476.   |  Zama A & E Cárdenas (1984) Descriptive catalogue of marine and freshwater fishes from the Aysén Region, southern Chile, with zoogeographical notes on the fish fauna. Introduction into Aysén Chile of Pacific salmon, Servicio Nacional de Pesca, Chile and Japan International Cooperation Agency 9: 1-75, 5 pls. L.",NA,"maculatus","CL",NA,NA,NA,NA,NA,NA,"Actinopterygii",NA,"Chile",NA,NA,NA,"Sudamérica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Provincia de Aysén","native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comuna de Aysén","Puyen chico",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75°18'O","46°50'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Galaxias maculatus","1","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Galaxias","Galaxias maculatus"
